From,To,Datetime,Duration(seconds),Cell Tower
222,24,20060606 1216,727,30
325,330,20060606 1217,984,18
66,153,20060606 1218,1007,29
201,5,20060606 1218,1069,11
399,3,20060606 1219,1525,24
0,378,20060606 1221,1133,7
61,33,20060606 1222,1713,28
181,19,20060606 1222,679,15
197,368,20060606 1222,610,29
246,16,20060606 1224,580,16
117,12,20060606 1226,1312,28
39,14,20060606 1227,1713,10
203,165,20060606 1227,1151,20
343,1,20060606 1228,1088,30
29,11,20060606 1233,582,25
297,15,20060606 1237,1175,22
9,251,20060606 1239,806,25
246,16,20060606 1239,1330,17
319,222,20060606 1240,996,16
136,60,20060606 1241,984,10
52,143,20060606 1242,1453,18
254,136,20060606 1243,713,11
328,142,20060606 1245,865,30
239,247,20060606 1246,938,18
25,71,20060606 1247,1092,29
166,16,20060606 1247,435,11
205,160,20060606 1247,786,28
49,252,20060606 1248,1505,28
86,1,20060606 1248,961,7
167,290,20060606 1249,845,15
69,387,20060606 1250,921,17
258,34,20060606 1251,562,11
130,111,20060606 1253,1171,28
246,5,20060606 1253,1541,17
56,288,20060606 1255,1289,22
123,317,20060606 1255,1451,25
144,54,20060606 1256,659,16
47,21,20060606 1257,925,28
294,87,20060606 1257,960,22
207,27,20060606 1259,1232,30
148,176,20060606 1301,1144,11
311,37,20060606 1302,899,25
266,30,20060606 1303,764,11
144,149,20060606 1304,1055,16
331,134,20060606 1305,944,14
315,361,20060606 1306,1615,28
154,166,20060606 1309,894,13
247,386,20060606 1310,1165,22
15,63,20060606 1312,982,7
343,1,20060606 1312,1328,30
26,49,20060606 1317,758,11
17,214,20060606 1318,930,23
81,162,20060606 1318,714,10
9,74,20060606 1322,557,25
363,134,20060606 1324,988,29
29,58,20060606 1326,820,25
295,329,20060606 1327,747,30
206,47,20060606 1330,1330,21
53,127,20060606 1331,1443,28
112,327,20060606 1331,1078,18
229,264,20060606 1331,1264,15
356,11,20060606 1331,993,15
316,5,20060606 1332,935,18
355,0,20060606 1333,836,29
126,42,20060606 1334,1202,8
141,21,20060606 1334,1262,11
336,6,20060606 1334,761,30
158,357,20060606 1338,847,22
323,202,20060606 1338,1031,10
93,215,20060606 1340,1254,29
64,32,20060606 1341,1125,29
72,35,20060606 1341,1099,17
107,1,20060606 1343,1447,28
215,93,20060606 1343,1402,29
382,350,20060606 1343,1066,15
87,35,20060606 1344,1028,11
111,41,20060606 1344,1005,29
58,38,20060606 1346,1032,23
343,1,20060606 1346,1290,30
127,53,20060606 1347,1368,20
212,123,20060606 1349,837,28
303,131,20060606 1349,1101,26
75,35,20060606 1350,1010,17
12,46,20060606 1351,1099,29
99,56,20060606 1351,942,28
277,9,20060606 1351,969,28
125,94,20060606 1352,1556,29
144,23,20060606 1352,938,16
379,317,20060606 1352,1049,24
392,27,20060606 1352,1460,29
48,2,20060606 1353,1647,28
266,190,20060606 1353,1629,11
241,80,20060606 1354,1116,29
40,15,20060606 1355,913,24
238,7,20060606 1357,1345,29
234,170,20060606 1400,1245,11
248,7,20060606 1400,967,16
315,361,20060606 1400,1159,28
239,28,20060606 1402,981,18
295,3,20060606 1402,836,30
319,222,20060606 1404,1308,11
281,137,20060606 1405,1191,28
373,41,20060606 1405,868,29
386,179,20060606 1406,1313,11
194,5,20060606 1407,797,19
278,239,20060606 1409,1051,23
316,5,20060606 1409,1528,18
72,35,20060606 1410,778,17
320,369,20060606 1411,881,28
226,168,20060606 1412,1279,30
162,207,20060606 1415,1297,30
56,315,20060606 1416,1274,22
91,13,20060606 1416,802,30
181,19,20060606 1417,1376,15
14,25,20060606 1418,1089,18
216,1,20060606 1418,1275,28
335,14,20060606 1420,1365,10
126,213,20060606 1424,1427,8
159,66,20060606 1426,1299,11
124,9,20060606 1427,738,1
258,34,20060606 1428,829,29
267,231,20060606 1428,1192,30
345,205,20060606 1428,991,1
241,80,20060606 1429,542,28
159,66,20060606 1430,683,11
376,20,20060606 1431,1062,13
74,44,20060606 1432,1236,29
115,186,20060606 1432,723,17
57,2,20060606 1433,956,11
210,49,20060606 1434,933,27
356,61,20060606 1434,1654,15
310,54,20060606 1438,1277,28
67,19,20060606 1439,970,16
227,1,20060606 1439,554,29
378,0,20060606 1439,625,30
66,153,20060606 1440,668,28
318,139,20060606 1440,1431,11
64,1,20060606 1441,655,29
5,200,20060606 1444,553,29
12,135,20060606 1444,1611,11
396,81,20060606 1444,1119,18
363,42,20060606 1445,1296,29
391,18,20060606 1445,1332,30
359,118,20060606 1446,824,21
363,134,20060606 1446,728,29
150,5,20060606 1447,697,29
283,345,20060606 1448,1015,11
238,209,20060606 1450,1057,29
119,271,20060606 1452,917,20
312,38,20060606 1453,1472,29
178,23,20060606 1456,1336,11
342,1,20060606 1458,957,11
225,319,20060606 1500,1041,30
88,53,20060606 1501,1000,29
327,112,20060606 1501,820,25
0,50,20060606 1502,869,7
94,46,20060606 1502,781,6
382,350,20060606 1502,1018,15
68,50,20060606 1503,771,29
37,3,20060606 1505,1215,17
344,389,20060606 1505,1011,27
120,324,20060606 1507,665,29
305,350,20060606 1507,1348,6
264,229,20060606 1508,1066,29
381,12,20060606 1508,960,29
254,136,20060606 1509,1157,11
281,1,20060606 1510,818,28
345,283,20060606 1510,864,1
50,93,20060606 1513,897,11
230,93,20060606 1513,1127,28
376,292,20060606 1514,1267,13
102,75,20060606 1515,914,13
54,252,20060606 1516,1091,29
62,32,20060606 1517,1055,24
90,204,20060606 1519,1241,30
349,7,20060606 1519,563,1
22,5,20060606 1520,467,24
269,240,20060606 1520,786,6
391,18,20060606 1521,1057,30
33,2,20060606 1522,915,28
208,3,20060606 1522,1528,17
174,44,20060606 1523,1387,30
388,19,20060606 1524,1759,11
226,168,20060606 1525,909,30
390,2,20060606 1525,1145,22
116,16,20060606 1526,748,28
281,1,20060606 1526,1195,28
375,333,20060606 1528,1054,29
29,58,20060606 1530,1390,25
165,34,20060606 1532,1344,29
387,69,20060606 1534,1487,28
125,27,20060606 1535,1442,29
283,37,20060606 1535,1147,28
364,260,20060606 1535,1162,24
182,13,20060606 1536,824,29
78,331,20060606 1537,910,16
267,5,20060606 1537,1160,30
53,27,20060606 1538,1509,28
76,52,20060606 1538,941,29
154,353,20060606 1538,927,13
251,272,20060606 1538,963,28
331,78,20060606 1538,1232,11
64,1,20060606 1539,1047,29
264,54,20060606 1539,942,29
17,155,20060606 1540,679,23
143,117,20060606 1544,1238,28
327,42,20060606 1546,1555,25
185,229,20060606 1548,680,29
108,7,20060606 1549,895,28
220,5,20060606 1549,544,24
162,17,20060606 1551,1181,30
209,238,20060606 1551,1081,29
379,317,20060606 1551,1153,24
65,4,20060606 1552,666,28
287,213,20060606 1552,1149,29
243,146,20060606 1553,1338,1
288,2,20060606 1553,1111,30
137,20,20060606 1554,582,29
227,1,20060606 1554,805,29
237,1,20060606 1554,1070,20
61,169,20060606 1555,1117,28
259,148,20060606 1556,1379,30
311,37,20060606 1558,751,25
251,275,20060606 1559,866,28
258,132,20060606 1559,1385,29
340,14,20060606 1559,902,11
159,66,20060606 1602,962,11
176,148,20060606 1602,702,18
209,238,20060606 1602,963,28
139,318,20060606 1606,1159,24
9,146,20060606 1609,1343,25
129,217,20060606 1609,765,28
294,87,20060606 1613,831,22
330,275,20060606 1614,1126,27
157,5,20060606 1615,1120,1
76,52,20060606 1616,1134,29
268,207,20060606 1616,1364,11
55,38,20060606 1619,742,20
65,335,20060606 1619,1285,29
361,189,20060606 1619,1482,28
107,1,20060606 1620,1168,28
66,20,20060606 1621,1270,28
167,236,20060606 1621,530,15
80,15,20060606 1622,838,11
189,361,20060606 1622,1499,29
368,196,20060606 1622,1591,11
394,13,20060606 1622,993,10
257,109,20060606 1623,1158,30
186,58,20060606 1629,749,22
327,112,20060606 1630,1091,25
27,3,20060606 1631,797,25
74,9,20060606 1631,1065,28
187,51,20060606 1631,1257,30
226,390,20060606 1632,1362,30
6,0,20060606 1633,1167,29
29,11,20060606 1633,775,25
103,82,20060606 1635,790,18
58,29,20060606 1637,1367,23
146,219,20060606 1638,1322,1
253,52,20060606 1639,986,16
109,257,20060606 1640,1320,11
31,5,20060606 1641,768,30
120,325,20060606 1641,933,28
146,322,20060606 1641,1062,1
203,165,20060606 1641,750,20
61,393,20060606 1643,1305,28
145,0,20060606 1644,910,29
145,0,20060606 1645,836,29
248,0,20060606 1645,621,16
17,35,20060606 1648,783,23
115,298,20060606 1651,1325,17
149,138,20060606 1652,1154,21
90,110,20060606 1653,720,30
212,123,20060606 1653,1328,28
58,29,20060606 1655,1577,23
352,3,20060606 1655,793,29
131,283,20060606 1656,1027,22
198,66,20060606 1656,901,6
289,45,20060606 1656,1136,7
337,41,20060606 1656,870,28
229,24,20060606 1657,751,15
200,5,20060606 1659,1342,29
59,18,20060606 1703,903,11
120,346,20060606 1703,1158,28
19,123,20060606 1705,1374,30
135,12,20060606 1705,480,29
12,216,20060606 1707,1539,29
302,109,20060606 1709,1382,28
51,171,20060606 1712,605,11
190,162,20060606 1713,460,29
234,218,20060606 1713,1328,11
109,257,20060606 1714,1281,11
241,80,20060606 1715,1103,28
139,75,20060606 1716,1055,24
160,205,20060606 1716,977,22
53,27,20060606 1717,494,11
320,369,20060606 1717,1124,28
128,14,20060606 1719,1364,11
91,89,20060606 1720,1021,30
252,49,20060606 1720,1166,29
323,68,20060606 1720,1054,10
122,73,20060606 1721,907,24
147,5,20060606 1722,1084,28
207,27,20060606 1723,974,30
52,343,20060606 1727,1144,18
282,13,20060606 1727,1393,8
206,237,20060606 1728,1322,21
115,23,20060606 1729,945,17
149,138,20060606 1729,1111,21
368,197,20060606 1729,907,11
241,23,20060606 1731,1064,28
323,202,20060606 1732,1242,10
210,1,20060606 1733,1014,27
243,320,20060606 1733,858,1
50,0,20060606 1734,1516,11
236,167,20060606 1734,959,1
349,7,20060606 1734,726,1
252,54,20060606 1737,675,29
22,194,20060606 1738,927,24
22,5,20060606 1738,1591,24
32,265,20060606 1738,612,29
68,2,20060606 1738,934,28
61,344,20060606 1740,1124,28
36,53,20060606 1741,1145,28
284,2,20060606 1741,1150,22
35,87,20060606 1743,1363,15
183,17,20060606 1744,920,1
382,17,20060606 1744,891,15
101,156,20060606 1745,1237,22
311,37,20060606 1748,623,25
386,247,20060606 1750,741,11
48,2,20060606 1751,1519,28
193,3,20060606 1753,1231,22
267,387,20060606 1754,710,30
194,22,20060606 1755,1330,19
191,120,20060606 1756,688,22
222,24,20060606 1756,975,30
201,18,20060606 1757,966,11
314,5,20060606 1758,874,17
193,42,20060606 1802,1457,2
230,93,20060606 1802,842,28
107,5,20060606 1803,1114,19
274,172,20060606 1803,1128,9
180,5,20060606 1806,600,11
314,250,20060606 1806,840,27
363,42,20060606 1807,1222,29
376,20,20060606 1810,1233,22
199,13,20060606 1812,637,22
161,6,20060606 1813,1359,10
201,18,20060606 1817,835,9
194,291,20060606 1819,783,14
203,42,20060606 1819,1018,22
223,160,20060606 1823,514,30
11,17,20060606 1824,1230,25
150,5,20060606 1824,1323,16
329,152,20060606 1827,1159,15
314,250,20060606 1828,635,17
375,172,20060606 1829,1476,22
68,50,20060606 1832,731,16
42,363,20060606 1833,897,13
107,5,20060606 1834,1424,19
214,140,20060606 1834,1870,29
196,1,20060606 1835,905,11
7,253,20060606 1836,1799,16
205,160,20060606 1836,1444,28
20,132,20060606 1839,787,30
361,189,20060606 1839,943,9
44,74,20060606 1840,889,25
22,19,20060606 1844,1273,25
30,5,20060606 1847,885,4
331,78,20060606 1848,864,15
78,52,20060606 1851,1416,16
133,21,20060606 1851,905,22
325,120,20060606 1851,656,15
387,267,20060606 1851,1017,19
243,320,20060606 1852,925,1
158,235,20060606 1855,946,19
16,166,20060606 1858,825,11
157,5,20060606 1858,1128,1
234,218,20060606 1900,1187,16
194,22,20060606 1903,1230,14
239,5,20060606 1903,1168,4
25,354,20060606 1905,1733,29
145,0,20060606 1905,945,12
192,49,20060606 1908,1076,29
197,4,20060606 1908,949,27
141,0,20060606 1909,690,15
207,162,20060606 1911,1257,24
149,138,20060606 1912,1059,21
51,56,20060606 1913,769,16
228,92,20060606 1915,1027,2
0,2,20060606 1917,1278,21
217,129,20060606 1917,759,22
131,283,20060606 1919,841,22
329,152,20060606 1925,1280,15
57,32,20060606 1926,1173,15
53,88,20060606 1928,1302,16
112,80,20060606 1930,879,18
94,1,20060606 1932,656,22
307,84,20060606 1933,1014,7
46,41,20060606 1935,1719,30
196,118,20060606 1935,1118,11
346,1,20060606 1935,637,8
352,32,20060606 1935,1396,16
264,229,20060606 1937,1259,27
258,34,20060606 1939,698,11
298,115,20060606 1945,674,21
386,247,20060606 1950,684,11
31,3,20060606 1951,989,30
238,209,20060606 1951,617,12
131,283,20060606 1954,584,22
305,102,20060606 1954,1411,19
154,48,20060606 1956,959,13
81,23,20060606 1957,997,7
150,5,20060606 2000,1372,16
38,312,20060606 2002,1419,1
88,53,20060606 2002,1494,29
294,87,20060606 2004,1001,22
195,172,20060606 2005,940,15
390,2,20060606 2005,1398,22
177,75,20060606 2006,1186,21
30,123,20060606 2010,958,4
104,83,20060606 2010,1209,7
387,267,20060606 2011,384,28
6,161,20060606 2014,941,16
168,2,20060606 2014,1047,25
388,19,20060606 2014,934,15
235,158,20060606 2016,1305,23
378,275,20060606 2018,851,30
89,372,20060606 2020,656,28
108,13,20060606 2020,1379,9
72,172,20060606 2021,87,27
331,78,20060606 2021,881,15
158,175,20060606 2022,1139,22
253,7,20060606 2022,1144,23
318,229,20060606 2024,1121,11
12,135,20060606 2027,788,29
226,0,20060606 2027,1134,15
59,18,20060606 2029,1001,15
377,92,20060606 2029,787,13
217,296,20060606 2030,1131,22
284,260,20060606 2031,650,19
36,21,20060606 2032,555,28
47,231,20060606 2034,1040,13
166,154,20060606 2034,559,29
116,1,20060606 2037,1099,11
259,148,20060606 2037,794,12
359,118,20060606 2037,1739,21
143,117,20060606 2038,563,12
176,54,20060606 2038,997,18
7,108,20060606 2042,937,29
144,23,20060606 2043,691,23
375,172,20060606 2045,1151,15
193,42,20060606 2047,853,2
307,51,20060606 2048,773,7
236,13,20060606 2049,1350,1
67,41,20060606 2052,880,16
203,42,20060606 2052,992,22
217,129,20060606 2052,582,22
246,5,20060606 2052,1014,7
36,21,20060606 2055,770,28
320,192,20060606 2057,1131,16
231,47,20060606 2058,1081,27
81,23,20060606 2059,1015,10
312,38,20060606 2102,625,12
384,189,20060606 2102,654,9
394,199,20060606 2103,1163,11
381,12,20060606 2105,1029,29
107,1,20060606 2106,622,19
71,25,20060606 2107,1115,29
233,53,20060606 2109,668,15
122,73,20060606 2110,782,6
27,54,20060606 2111,995,8
119,38,20060606 2111,1406,14
27,2,20060606 2112,793,25
297,172,20060606 2114,1385,22
355,14,20060606 2115,654,15
44,74,20060606 2119,1295,25
145,0,20060606 2119,823,12
225,319,20060606 2120,1426,30
152,329,20060606 2121,722,15
343,52,20060606 2121,1082,9
297,15,20060606 2122,812,22
169,79,20060606 2123,1525,4
355,0,20060606 2123,1612,15
339,26,20060606 2127,1579,11
301,275,20060606 2133,1120,15
39,23,20060606 2137,427,10
232,172,20060606 2137,1530,30
251,272,20060606 2138,1579,28
173,120,20060606 2141,1074,20
27,53,20060606 2143,207,8
370,274,20060606 2143,916,1
137,286,20060606 2146,684,15
160,223,20060606 2146,1190,22
284,2,20060606 2146,1135,19
230,8,20060606 2147,1013,28
372,89,20060606 2155,1011,13
73,41,20060606 2159,1742,21
104,11,20060606 2159,1461,7
253,7,20060606 2201,1092,23
53,233,20060606 2204,1405,16
112,341,20060606 2205,640,7
71,76,20060606 2206,1155,29
58,186,20060606 2208,856,23
177,75,20060606 2211,1780,22
234,170,20060606 2211,1124,16
39,14,20060606 2213,905,9
252,54,20060606 2214,661,29
294,30,20060606 2214,1368,22
109,302,20060606 2215,1075,11
169,61,20060606 2216,796,4
46,12,20060606 2218,1210,30
355,14,20060606 2218,925,15
55,38,20060606 2219,1257,27
372,89,20060606 2220,611,13
0,175,20060606 2221,882,21
22,26,20060606 2222,821,24
111,42,20060606 2226,1226,29
40,15,20060606 2229,913,1
130,111,20060606 2229,1171,15
312,275,20060606 2229,1726,12
208,192,20060606 2232,809,22
109,302,20060606 2235,1256,11
216,12,20060606 2237,1405,29
56,315,20060606 2238,815,28
343,52,20060606 2238,901,9
207,27,20060606 2239,1453,24
81,396,20060606 2240,973,7
155,5,20060606 2241,1057,16
14,25,20060606 2242,864,10
152,37,20060606 2243,1500,15
26,339,20060606 2245,388,12
144,23,20060606 2245,1525,23
196,118,20060606 2247,603,11
75,128,20060606 2249,1370,17
170,190,20060606 2253,1027,25
268,207,20060606 2254,1052,11
297,172,20060606 2255,1037,22
166,154,20060606 2256,1280,9
169,79,20060606 2256,905,4
45,8,20060606 2257,815,12
336,248,20060606 2301,989,30
272,251,20060606 2303,808,15
382,350,20060606 2304,941,29
39,14,20060606 2305,1036,9
274,370,20060606 2305,1122,10
353,89,20060606 2306,827,12
181,15,20060606 2308,1024,29
231,267,20060606 2308,640,27
311,1,20060606 2308,1181,8
349,23,20060606 2308,1738,1
55,60,20060606 2312,601,27
112,132,20060606 2314,1162,7
124,2,20060606 2314,976,1
127,43,20060606 2314,1416,3
78,24,20060606 2315,976,4
371,60,20060606 2319,1206,19
386,179,20060606 2322,1004,28
363,42,20060606 2324,1905,29
317,123,20060606 2327,891,11
392,358,20060606 2330,1466,9
135,12,20060606 2332,1236,13
357,158,20060606 2334,829,25
307,51,20060606 2335,1151,21
277,9,20060606 2336,1091,29
262,19,20060606 2339,832,22
36,2,20060606 2341,1253,28
6,9,20060606 2343,1275,11
122,73,20060606 2343,1446,6
73,122,20060606 2344,1158,21
152,329,20060606 2347,847,22
167,1,20060606 2347,1017,27
215,272,20060606 2347,1564,29
152,37,20060606 2349,859,11
11,29,20060606 2350,1873,25
23,96,20060606 2350,1093,29
16,166,20060606 2351,1175,11
26,49,20060606 2354,1201,12
27,54,20060606 2355,1543,8
49,26,20060606 2358,1476,13
352,32,20060607 0003,1282,29
0,109,20060607 0009,1079,24
44,32,20060607 0013,1192,21
263,185,20060607 0054,1004,30
94,362,20060607 0055,1204,6
327,112,20060607 0055,1371,25
351,38,20060607 0101,1085,28
122,73,20060607 0121,546,24
59,18,20060607 0123,976,11
294,87,20060607 0126,512,22
65,158,20060607 0129,1156,29
307,51,20060607 0130,1495,7
150,5,20060607 0132,1167,29
116,1,20060607 0140,784,30
0,5,20060607 0141,1399,7
272,251,20060607 0152,1502,11
290,92,20060607 0153,853,19
105,5,20060607 0200,1402,28
393,61,20060607 0203,509,11
102,305,20060607 0209,1042,13
321,138,20060607 0218,930,16
116,16,20060607 0219,1091,30
354,52,20060607 0219,1330,30
71,209,20060607 0230,1181,28
175,0,20060607 0231,983,30
138,149,20060607 0244,1239,29
101,156,20060607 0245,1360,22
295,26,20060607 0249,769,30
369,320,20060607 0251,1117,22
113,347,20060607 0254,1337,30
387,267,20060607 0256,873,28
109,333,20060607 0310,134,11
128,75,20060607 0311,1046,11
249,18,20060607 0311,356,28
194,22,20060607 0312,746,19
343,1,20060607 0316,1210,30
160,205,20060607 0332,805,22
176,54,20060607 0341,1551,18
179,386,20060607 0341,1259,30
348,163,20060607 0342,915,23
289,2,20060607 0344,1057,7
349,7,20060607 0349,1399,1
376,20,20060607 0406,363,13
36,2,20060607 0411,1268,28
226,390,20060607 0415,1336,30
318,139,20060607 0424,526,29
285,8,20060607 0429,558,30
133,178,20060607 0439,766,13
9,251,20060607 0440,516,25
369,320,20060607 0456,1883,22
28,227,20060607 0502,1243,22
39,14,20060607 0510,989,11
176,148,20060607 0511,1039,18
